Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
ALCA.SAL2D,1991.12,10.5309999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1992.12,10.415,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1993.12,9.868,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1994.12,10.0960983,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1995.12,9.851283473,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1996.12,9.334882142,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1997.12,9.202706847,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1998.12,9.183669326,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,1999.12,9.38971215,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2000.12,9.428868,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2001.12,9.265046145,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2002.12,9.667501823,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2003.12,9.442743921,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2004.12,9.698950689,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2005.12,9.885762562,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2006.12,9.919445037,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2007.12,9.755110203,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2008.12,10.064643,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2009.12,9.81103,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2010.12,10.1602886345,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2011.12,10.0026389835,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2012.12,9.701411531,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2013.12,9.66807825,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2014.12,9.554741008,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2015.12,9.159298172,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2016.12,9.39140756,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2017.12,9.294371474,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2D,2018.12,9.237867536,PROVISIONAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1986.03,11.599,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1987.03,12.174,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1988.03,10.9269999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1989.03,10.857,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1990.03,10.972,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1991.03,11.0039999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1992.03,10.464,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1993.03,10.279,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1994.03,10.046,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1995.03,10.019917003,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1996.03,9.795056318,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1997.03,9.101809008,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1998.03,9.293138401,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,1999.03,9.191202576,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2000.03,9.355439932,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2001.03,9.406796238,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2002.03,9.396481137,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2003.03,9.610535853,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2004.03,9.642254514,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2005.03,9.648988027,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2006.03,9.836680861,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2007.03,9.978153435,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2008.03,9.801812315,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2009.03,9.953683,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2010.03,10.051618672,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2011.03,10.0295526539,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2012.03,9.8822329421,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2013.03,9.846543177,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2014.03,9.473662898,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2015.03,9.582600474,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2016.03,9.219699081,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2017.03,9.337835808,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2M,2018.03,9.221417302,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1986.09,12.242,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1987.09,11.2889999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1988.09,10.964,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1989.09,10.966,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1990.09,10.925,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1991.09,10.74,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1992.09,10.336,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1993.09,10.096,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1994.09,10.119729408,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1995.09,9.967217642,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1996.09,9.482154061,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1997.09,8.935425441,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1998.09,9.37326573,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,1999.09,9.198885956,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2000.09,9.477498,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2001.09,9.382569652,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2002.09,9.528129862,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2003.09,9.542341751,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2004.09,9.726627376,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2005.09,9.789242305,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2006.09,9.830064321,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2007.09,9.911208113,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2008.09,9.855277,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2009.09,9.749084,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2010.09,10.156933672,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2011.09,10.42331563,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2012.09,9.611716932,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2013.09,9.71336387,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2014.09,9.549162663,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2015.09,9.349524047,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2016.09,9.33646322,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2017.09,9.13413316,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL2S,2018.09,9.250250398,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1984.06,12.58,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1985.06,12.354,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1986.06,12.382,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1987.06,12.43,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1988.06,11.4339999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1989.06,11.5739999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1990.06,11.3989999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1991.06,11.548,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1992.06,10.906,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1993.06,10.7439999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1994.06,10.546,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1995.06,10.41527834,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1996.06,10.202685037,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1997.06,9.324920392,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1998.06,9.704796011,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,1999.06,9.450713191,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2000.06,9.846178,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2001.06,9.793134843,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2002.06,9.724972566,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2003.06,10.050630987,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2004.06,9.981907425,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2005.06,10.292151673,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2006.06,10.130926783,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2007.06,10.440895443,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2008.06,10.384494,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2009.06,10.172275,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2010.06,10.458646692,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2011.06,10.6594496187,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2012.06,10.251713863,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2013.06,10.197458233,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2014.06,9.787926971,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2015.06,9.705095601,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2016.06,9.61528641,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2017.06,9.684698011,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3,2018.06,9.44829931,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3D,1986.12,12.843,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3D,1987.12,11.762,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3D,1988.12,11.4619999999999,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3D,1989.12,11.558,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
ALCA.SAL3D,1990.12,11.64,FINAL,Litres,0,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Alcohol,,,,
